305
15	533
16	754
21	920
29	286
30	173
31	1433
35	847
40	1361
42	91
43	364
46	448
46	617
46	1291
50	1145
51	1221
65	690
79	234
94	1069
97	495
98	1448
102	568
105	879
107	138
115	315
117	404
124	1298
124	1377
131	1224
132	638
133	70
134	1150
145	1017
155	188
155	802
164	1482
166	474
170	259
173	938
178	1094
180	352
185	869
201	1333
205	38
210	420
210	1187
221	696
223	765
233	1037
236	200
249	1124
256	828
265	1384
267	905
268	577
272	62
276	357
284	1305
285	1220
286	662
288	132
302	260
305	745
307	1056
315	1144
324	196
325	979
326	827
326	1440
343	326
345	905
355	664
356	1278
366	96
369	1205
374	395
380	786
380	1114
392	1042
393	259
394	470
398	168
402	715
413	549
414	880
415	26
423	638
425	1309
426	1389
427	325
447	1147
448	809
452	110
454	400
459	211
470	730
473	483
481	605
481	1466
482	915
487	988
494	282
496	49
497	1384
503	1303
509	845
513	1224
515	549
517	667
519	363
541	444
541	1069
557	104
558	1489
559	1410
567	928
567	1000
577	306
579	1326
580	608
584	1246
596	386
596	1167
607	54
614	160
617	772
627	239
630	1405
631	547
636	453
642	1020
646	938
646	1478
653	321
653	858
658	1335
662	1261
674	614
683	1100
686	392
694	513
695	194
696	727
705	1420
712	269
722	967
726	124
727	1037
734	461
735	1285
738	664
743	339
743	578
744	1206
750	1129
750	1473
772	826
777	750
779	176
781	76
781	410
788	245
798	1078
800	1412
806	680
808	914
810	1266
819	604
819	1173
825	1342
840	126
851	857
852	455
858	776
860	222
860	527
869	692
873	1035
873	1227
874	1113
879	58
885	948
894	294
896	614
898	1302
902	154
926	373
926	1166
928	538
932	808
933	11
934	715
935	453
945	1002
949	209
953	101
957	1245
961	1435
965	288
965	1349
969	648
982	930
986	761
993	583
999	1160
1000	418
1006	25
1007	511
1010	159
1011	851
1013	344
1019	1016
1022	1299
1026	1094
1032	246
1033	691
1035	1220
1037	1386
1038	1462
1043	83
1059	782
1064	614
1078	311
1090	396
1093	538
1097	1066
1098	1243
1099	711
1100	26
1104	988
1110	1433
1131	267
1139	826
1149	756
1150	921
1152	361
1165	1217
1166	1142
1173	1071
1175	137
1176	53
1176	1475
1185	997
1196	687
1198	303
1199	519
1202	855
1224	778
1234	917
1234	1237
1236	1322
1237	1405
1243	147
1244	229
1246	1157
1248	1488
1255	356
1260	65
1264	468
1264	710
1266	993
1276	551
1295	283
1304	646
1309	1377
1310	920
1312	1223
1313	1066
1314	761
1315	406
1318	130
1325	206
1327	1148
1335	39
1341	493
1347	581
1350	994
1362	692
1367	861
1382	791
1383	1069
1386	93
1392	1350
1395	445
1395	1204
1395	1278
1399	372
1402	179
1415	536
1426	726
1444	1032
1447	877
1453	311
1457	67
1459	803
1459	1431
1464	142
1466	1348
1467	473
1467	968
1471	1266
1474	396
1474	1183
1480	678
1496	1090
1500	9
