366
1	121
4	1369
5	515
8	1473
16	47
16	599
26	208
27	854
29	888
30	678
34	768
35	306
39	337
39	1367
43	1155
48	944
57	1219
68	1326
72	424
77	1016
79	511
79	1465
83	591
92	697
94	288
96	30
96	1291
97	968
99	357
100	1117
107	430
107	782
111	193
122	713
126	1023
144	1387
146	121
150	1205
155	867
158	572
161	319
162	1082
162	1236
163	1156
166	959
185	185
186	856
186	1262
192	930
210	628
212	1463
215	518
216	105
218	1400
223	414
227	715
230	239
234	28
237	1232
240	1030
247	354
250	96
251	884
253	1383
269	411
270	24
270	812
278	1167
279	966
284	158
284	631
286	494
288	758
292	302
296	556
296	1479
300	1313
325	760
330	793
333	248
336	177
340	497
340	1201
347	64
349	1035
349	1354
365	424
370	898
374	666
374	1140
374	1469
380	144
384	970
384	1316
390	326
390	552
393	291
398	870
400	40
400	217
400	698
403	427
413	145
414	1337
428	318
428	856
429	1308
434	710
443	977
444	1117
445	1043
445	1449
457	477
458	608
468	1191
473	819
475	443
479	193
481	1312
486	93
491	734
504	236
504	338
506	51
512	914
517	1197
518	970
521	570
527	1413
541	543
541	644
541	1069
541	1111
541	1353
552	1388
553	197
554	1184
555	99
555	379
556	1037
561	1140
565	6
571	659
574	406
584	966
586	910
591	593
595	498
602	294
612	768
612	827
615	1458
616	1270
628	442
632	272
640	927
647	1440
658	87
661	1366
671	724
671	798
672	1320
674	937
678	1061
680	480
682	582
688	74
691	352
692	1095
697	219
702	657
702	1203
711	25
714	691
716	585
720	1451
721	1153
723	1265
726	751
729	1186
736	1037
737	244
737	446
746	315
748	1400
760	989
762	184
766	143
769	522
775	813
777	917
783	844
789	449
796	1165
800	1011
802	279
824	104
825	592
828	1071
833	673
835	5
837	777
837	1180
840	1461
842	369
851	929
853	233
853	1284
854	485
858	1361
864	108
869	992
873	62
876	773
880	599
880	807
882	915
888	1468
894	317
901	201
906	1179
912	661
913	1018
915	445
915	519
915	1253
931	1125
932	1356
935	291
948	450
949	1305
953	486
963	665
965	1133
966	848
966	961
969	1202
973	774
974	81
977	882
982	593
985	386
987	239
988	1438
998	1394
1000	56
1000	1059
1005	209
1021	390
1023	138
1026	1300
1028	539
1036	1097
1038	641
1040	835
1049	69
1051	181
1051	720
1052	1401
1057	1045
1060	554
1068	938
1070	306
1071	1471
1072	410
1072	864
1072	1238
1104	70
1111	203
1116	277
1117	104
1117	1201
1121	1066
1122	640
1130	1125
1131	1435
1132	1299
1135	1372
1141	741
1146	871
1152	624
1156	469
1158	813
1162	336
1165	967
1166	400
1172	1373
1173	230
1175	305
1176	727
1190	1279
1191	459
1192	562
1195	1066
1196	349
1199	822
1201	1103
1205	915
1209	963
1210	520
1217	666
1221	1489
1229	98
1245	64
1247	1233
1258	1496
1261	364
1261	684
1263	1395
1265	469
1273	1153
1276	609
1285	132
1285	244
1289	1293
1292	1017
1298	908
1301	704
1307	1205
1311	959
1313	190
1316	402
1319	832
1321	72
1328	1116
1334	700
1334	1069
1337	1441
1342	45
1342	377
1345	730
1349	1302
1350	979
1365	785
1367	1374
1370	490
1370	1409
1374	444
1374	923
1380	1203
1381	615
1383	111
1385	159
1394	303
1405	721
1414	1213
1418	835
1430	1088
1434	528
1438	160
1440	1443
1445	904
1445	1167
1454	1275
1455	282
1463	339
1467	1341
1469	454
1476	40
1481	151
1483	612
1486	72
1492	859
1493	953
1494	1240
1495	670
