187 187 
1 6 0.001000000
2 8 0.001000000
3 10 0.001000000
4 17 0.001000000
6 18 0.001000000
5 29 0.001000000
8 30 0.001000000
10 31 0.001000000
7 32 0.001000000
9 33 0.001000000
11 40 0.001000000
12 50 0.001000000
13 58 0.001000000
14 60 0.001000000
15 66 0.001000000
17 70 0.001000000
16 73 0.001000000
18 84 0.001000000
20 89 0.001000000
19 99 0.001000000
23 101 0.001000000
21 104 0.001000000
22 105 0.001000000
25 107 0.001000000
24 113 0.001000000
26 116 0.001000000
27 120 0.001000000
28 124 0.001000000
30 133 0.001000000
33 143 0.001000000
31 144 0.001000000
34 145 0.001000000
29 146 0.001000000
32 147 0.001000000
35 163 0.001000000
37 165 0.001000000
39 170 0.001000000
36 171 0.001000000
38 174 0.001000000
40 194 0.001000000
42 197 0.001000000
41 198 0.001000000
43 213 0.001000000
44 219 0.001000000
46 224 0.001000000
45 225 0.001000000
47 236 0.001000000
48 238 0.001000000
49 247 0.001000000
51 270 0.001000000
50 277 0.001000000
52 287 0.001000000
53 303 0.001000000
54 319 0.001000000
55 323 0.001000000
56 326 0.001000000
57 336 0.001000000
58 343 0.001000000
59 345 0.001000000
60 349 0.001000000
61 359 0.001000000
62 360 0.001000000
63 368 0.001000000
64 378 0.001000000
65 391 0.001000000
67 396 0.001000000
66 404 0.001000000
68 444 0.001000000
69 452 0.001000000
70 462 0.001000000
76 469 0.001000000
73 472 0.001000000
74 473 0.001000000
72 474 0.001000000
77 476 0.001000000
75 477 0.001000000
71 478 0.001000000
81 480 0.001000000
78 482 0.001000000
79 484 0.001000000
80 491 0.001000000
82 492 0.001000000
83 496 0.001000000
85 501 0.001000000
84 503 0.001000000
86 504 0.001000000
87 522 0.001000000
90 530 0.001000000
88 532 0.001000000
89 536 0.001000000
91 541 0.001000000
92 551 0.001000000
94 562 0.001000000
93 563 0.001000000
96 568 0.001000000
97 574 0.001000000
98 584 0.001000000
95 585 0.001000000
100 596 0.001000000
99 597 0.001000000
101 601 0.001000000
103 607 0.001000000
102 613 0.001000000
104 620 0.001000000
105 625 0.001000000
106 631 0.001000000
107 636 0.001000000
109 645 0.001000000
108 646 0.001000000
110 653 0.001000000
111 668 0.001000000
113 672 0.001000000
114 679 0.001000000
115 681 0.001000000
112 683 0.001000000
116 695 0.001000000
118 698 0.001000000
119 710 0.001000000
117 714 0.001000000
121 718 0.001000000
122 723 0.001000000
120 725 0.001000000
123 729 0.001000000
124 734 0.001000000
125 741 0.001000000
126 747 0.001000000
127 756 0.001000000
128 772 0.001000000
132 780 0.001000000
130 781 0.001000000
129 783 0.001000000
133 785 0.001000000
131 786 0.001000000
134 798 0.001000000
135 800 0.001000000
136 810 0.001000000
137 814 0.001000000
142 817 0.001000000
138 818 0.001000000
140 820 0.001000000
139 826 0.001000000
141 832 0.001000000
143 836 0.001000000
144 851 0.001000000
146 863 0.001000000
145 866 0.001000000
147 878 0.001000000
152 888 0.001000000
148 895 0.001000000
149 898 0.001000000
150 902 0.001000000
153 903 0.001000000
154 916 0.001000000
151 917 0.001000000
156 922 0.001000000
155 924 0.001000000
157 930 0.001000000
158 938 0.001000000
159 940 0.001000000
160 972 0.001000000
162 982 0.001000000
161 984 0.001000000
166 999 0.001000000
163 1002 0.001000000
164 1009 0.001000000
168 1011 0.001000000
165 1012 0.001000000
167 1023 0.001000000
169 1031 0.001000000
170 1034 0.001000000
171 1035 0.001000000
174 1042 0.001000000
173 1047 0.001000000
172 1049 0.001000000
175 1052 0.001000000
176 1054 0.001000000
177 1057 0.001000000
178 1059 0.001000000
179 1064 0.001000000
180 1078 0.001000000
181 1083 0.001000000
182 1087 0.001000000
184 1101 0.001000000
183 1108 0.001000000
185 1114 0.001000000
186 1130 0.001000000
187 1136 0.001000000
