5625
1	383
2	117
2	1182
3	268
3	877
3	1343
3	1500
4	136
4	320
4	1105
5	637
5	849
5	1386
6	166
6	297
6	482
7	48
7	820
8	91
8	207
8	340
8	1136
8	1215
8	1432
9	443
9	777
9	1043
9	1084
10	657
10	974
10	1004
11	420
11	737
11	799
11	1316
11	1476
12	595
12	716
12	892
12	948
12	1273
13	400
13	463
13	1360
13	1449
14	19
14	574
14	695
14	757
14	922
15	65
15	357
15	555
15	1403
16	187
16	239
16	499
16	537
17	151
17	376
17	835
17	865
17	1196
18	519
18	615
18	674
18	1023
18	1119
18	1235
19	108
19	989
19	1171
19	1290
20	280
20	1065
20	1256
20	1333
21	221
21	1147
22	1495
23	259
23	1377
24	38
24	81
24	316
25	127
25	1090
25	1421
26	631
26	964
26	1307
26	1464
27	334
27	907
27	936
28	300
28	438
28	649
28	786
28	812
29	170
29	480
29	767
29	882
29	1047
30	417
30	458
30	724
30	1214
30	1351
31	853
32	12
32	200
32	396
32	579
32	601
32	701
32	742
33	55
33	1006
33	1106
33	1189
33	1394
34	148
34	558
34	1439
35	98
35	1132
36	376
36	538
36	1026
36	1158
36	1274
36	1482
37	242
37	356
37	499
37	681
37	982
38	518
38	828
38	1073
38	1251
38	1322
40	286
40	662
40	1231
40	1368
41	29
41	222
41	923
41	951
42	896
42	1412
43	72
43	184
43	266
43	1293
43	1457
44	118
44	620
44	1173
45	338
45	868
46	314
46	802
46	1340
47	759
47	1500
48	640
48	845
48	1055
48	1115
48	1203
49	162
49	438
49	477
49	781
49	1386
50	46
50	137
50	421
50	458
50	720
50	1090
51	597
51	1036
51	1146
51	1429
52	92
52	402
52	578
52	739
52	968
52	993
53	206
53	558
53	700
54	249
54	381
54	938
54	1475
55	297
55	883
55	1013
55	1265
55	1313
56	515
56	537
56	909
56	1357
57	18
57	680
57	818
57	1219
58	362
59	183
59	494
59	659
59	1188
59	1243
60	63
60	1403
60	1446
61	229
61	340
61	1284
62	107
62	1074
62	1132
62	1162
63	275
63	1331
64	611
64	837
65	1492
66	148
66	860
66	1106
66	1375
67	81
67	320
67	629
67	760
67	925
67	952
67	1420
68	35
68	452
68	797
69	124
69	1031
69	1302
69	1463
70	430
70	473
70	585
70	739
70	778
70	985
70	1051
71	257
72	167
72	409
72	720
72	1259
73	213
73	302
73	387
73	564
73	1204
73	1347
74	7
74	542
74	879
74	1004
74	1090
74	1229
75	195
75	703
75	898
75	1177
76	52
76	521
76	686
76	1392
77	367
77	646
77	665
77	966
77	1122
77	1147
78	502
78	813
79	96
79	240
79	346
79	1436
80	284
80	1321
81	1480
82	832
82	1065
82	1275
83	23
83	915
83	938
83	1364
84	485
84	604
85	70
85	139
85	852
85	1022
85	1410
86	327
86	447
86	1295
87	115
87	182
87	623
87	1244
87	1454
88	264
88	748
89	225
89	769
89	1042
89	1163
90	790
90	1106
90	1190
90	1214
